-220	-15	2.0000872403791217
-210	-15	2.000112222427383
-200	-15	2.0001457682624837
-190	-15	2.00019131224342
-180	-15	2.0002538688200904
-170	-15	2.0003408512615932
-160	-15	2.0004633586555554
-150	-15	2.000638219263098
-140	-15	2.000891261252165
-130	-15	2.001262574579642
-120	-15	2.0018149753505687
-110	-15	2.0026475026526933
-100	-15	2.0039164299221146
-90	-15	2.0058662961042595
-80	-15	2.0088707302253814
-70	-15	2.0134718677425423
-60	-15	2.020377113734461
-50	-15	2.0303128268035993
-40	-15	2.0435789015728467
-30	-15	2.0592717610853484
-20	-15	2.074702365511352
-10	-15	2.086049963860379
0	-15	2.090202961523052
10	-15	2.086049963860379
20	-15	2.074702365511352
30	-15	2.0592717610853484
40	-15	2.0435789015728467
50	-15	2.0303128268035993
60	-15	2.020377113734461
70	-15	2.0134718677425423
80	-15	2.0088707302253814
90	-15	2.0058662961042595
100	-15	2.0039164299221146
110	-15	2.0026475026526933
120	-15	2.0018149753505687
130	-15	2.001262574579642
140	-15	2.000891261252165
150	-15	2.000638219263098
160	-15	2.0004633586555554
170	-15	2.0003408512615932
180	-15	2.0002538688200904
190	-15	2.00019131224342
200	-15	2.0001457682624837
210	-15	2.000112222427383
220	-15	2.0000872403791217
-210	-25	2.000568817402608
-200	-25	2.000739564586782
-190	-25	2.0009716447803463
-180	-25	2.0012907910465
-170	-25	2.0017350782018566
-160	-25	2.002361540907526
-150	-25	2.0032566532148492
-140	-25	2.0045530207862106
-130	-25	2.0064560071954713
-120	-25	2.009285947644823
-110	-25	2.0135437968720113
-100	-25	2.0200088445787743
-90	-25	2.029870907762138
-80	-25	2.044871195020642
-70	-25	2.0673448202533478
-60	-25	2.0998895110405655
-50	-25	2.1442008961008745
-40	-25	2.198872512464085
-30	-25	2.2574062872040694
-20	-25	2.3092644025058116
-10	-25	2.3443808145909952
0	-25	2.356702101002026
10	-25	2.3443808145909952
20	-25	2.3092644025058116
30	-25	2.2574062872040694
40	-25	2.198872512464085
50	-25	2.1442008961008745
60	-25	2.0998895110405655
70	-25	2.0673448202533478
80	-25	2.044871195020642
90	-25	2.029870907762138
100	-25	2.0200088445787743
110	-25	2.0135437968720113
120	-25	2.009285947644823
130	-25	2.0064560071954713
140	-25	2.0045530207862106
150	-25	2.0032566532148492
160	-25	2.002361540907526
170	-25	2.0017350782018566
180	-25	2.0012907910465
190	-25	2.0009716447803463
200	-25	2.000739564586782
210	-25	2.000568817402608
-200	-35	2.0021167362149166
-190	-35	2.0027852637210484
-180	-35	2.003706137500209
-170	-35	2.004990218464332
-160	-35	2.006803605697813
-150	-35	2.0093979123835264
-140	-35	2.0131579706547127
-130	-35	2.0186765316914266
-120	-35	2.026868992999061
