-40	-15	2.0008504787996144
-30	-15	2.0027560403711506
-20	-15	2.0079208024533157
-10	-15	2.0132471335680426
0	-15	2.013383503777261
10	-15	2.0132471335680426
20	-15	2.0079208024533157
30	-15	2.0027560403711506
40	-15	2.0008504787996144
-30	-25	2.0127697412587606
-20	-25	2.021371906991271
-10	-25	2.027338117644553
0	-25	2.031046345640585
10	-25	2.027338117644553
20	-25	2.021371906991271
30	-25	2.0127697412587606
-20	-35	2.018276723850272
-10	-35	2.030504032048111
0	-35	2.042923187053144
10	-35	2.030504032048111
20	-35	2.018276723850272
-10	-45	2.029634888993483
0	-45	2.05005163805347
10	-45	2.029634888993483
0	-55	2.0544117411352754
